0	0	0
1	0.28457	0
2	0.56628	0
3	0.84513	0
4	1.12112	0
5	1.39425	0
6	1.66452	0
7	1.93193	0
8	2.19648	0
9	2.45817	0
10	2.717	0
11	2.97297	0
12	3.22608	0
13	3.47633	0
14	3.72372	0
15	3.96825	0
16	4.20992	0
17	4.44873	0
18	4.68468	0
19	4.91777	0
20	5.148	0
21	5.37537	0
22	5.59988	0
23	5.82153	0
24	6.04032	0
25	6.25625	0
26	6.46932	0
27	6.67953	0
28	6.88688	0
29	7.09137	0
30	7.293	0
31	7.49177	0
32	7.68768	0
33	7.88073	0
34	8.07092	0
35	8.25825	0
36	8.44272	0
37	8.62433	0
38	8.80308	0
39	8.97897	0
40	9.152	0
41	9.32217	0
42	9.48948	0
43	9.65393	0
44	9.81552	0
45	9.97425	0
46	10.13012	0
47	10.28313	0
48	10.43328	0
49	10.58057	0
50	10.725	0
51	10.86657	0
52	11.00528	0
53	11.14113	0
54	11.27412	0
55	11.40425	0
56	11.53152	0
57	11.65593	0
58	11.77748	0
59	11.89617	0
60	12.012	0
61	12.12497	0
62	12.23508	0
63	12.34233	0
64	12.44672	0
65	12.54825	0
66	12.64692	0
67	12.74273	0
68	12.83568	0
69	12.92577	0
70	13.013	0
71	13.09737	0
72	13.17888	0
73	13.25753	0
74	13.33332	0
75	13.40625	0
76	13.47632	0
77	13.54353	0
78	13.60788	0
79	13.66937	0
80	13.728	0
81	13.78377	0
82	13.83668	0
83	13.88673	0
84	13.93392	0
85	13.97825	0
86	14.01972	0
87	14.05833	0
88	14.09408	0
89	14.12697	0
90	14.157	0
91	14.18417	0
92	14.20848	0
93	14.22993	0
94	14.24852	0
95	14.26425	0
96	14.27712	0
97	14.28713	0
98	14.29428	0
99	14.29857	0
100	14.3	0
101	14.3	0
102	14.3	0
103	14.3	0
104	14.3	0
105	14.3	0
106	14.3	0
107	14.3	0
108	14.3	0
109	14.3	0
110	14.3	0
111	14.3	0
112	14.3	0
113	14.3	0
114	14.3	0
115	14.3	0
116	14.3	0
117	14.3	0
118	14.3	0
119	14.3	0
120	14.3	0
120	0	0
